#번호	종류	자리수	예산	예시위치	JP	KO
165	map	1	92	/DC0B.MAP@101580	・・・ふぁ、だんだんと・・・\n夢見心地に・・・なって・・・%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	…후아, 점점…\n꿈꾸는 기분이…되어…%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
166	map	1	35	/DC0B.MAP@101673	ぐかぁ～～～～っ\nすぴぴ～～～～っ%b	드르렁～～～～\n쿨쿨～～～～%b
167	map	1	30	/DC0B.MAP@101740	ね、眠ってしまった・・・。%b%h	자, 잠들어 버렸어….%b%h
168	map	1	43	/DC0B.MAP@101802	おっと、\nこのチャンスを逃す手はないな。%b%h	오호,\n이 기회를 놓칠 수는 없지.%b%h
169	map	1	45	/DC0B.MAP@101877	いまのうちに、\nアイツらを助けないと・・・。%b	지금 이 틈에\n녀석들을 구해야….%b
170	map	1	99	/DC0B.MAP@102088	お前の仲間のいる牢なら、この先だ。話ぐらいしたってかまわねーぜ。%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	네 동료가 있는 감옥이라면 이 앞이다. 얘기 정도는 해도 상관없어.%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
171	map	1	84	/DC0B.MAP@102188	・・・ったくよぉ！\nアヤヒメ様も気がきかねぇよな。%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	…정말이지!\n아야히메 님도 눈치가 없어.%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
172	map	1	91	/DC0B.MAP@102273	そんな水よりか、\n酒でもとどけさせてくれれば\nいいのによ。%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	그런 물보다\n술이라도 보내 주면\n좋을 텐데.%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
173	map	1	92	/DC0B.MAP@102365	・・・・・・そう思ったら、\n急に酒が飲みたくなってきたぞ。%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	……그렇게 생각하니\n갑자기 술이 마시고 싶어졌어.%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
174	map	1	80	/DC0B.MAP@102458	くっそー！　酒だ、酒をよこせ！\nこのボロ城にゃあ、\n酒の１つもねぇってのかぁ！？%b	젠장! 술이다, 술 내놔!\n이 낡은 성에는\n술 한 병도 없단 말이냐!?%b
175	map	1	68	/DC0B.MAP@102539	酒だ、酒だー！\n酒をよこせぇー！！%b%h%H%m1%V100［%m0看守%m1］%V0%m0\n	술이다, 술!\n술 내놔～!!%b%h%H%m1%V100［%m0간수%m1］%V0%m0\n
176	map	1	47	/DC0B.MAP@102608	酒を持ってきたら、\nなんだって聞いてやるぞー！%b	술을 가져오면\n뭐든지 들어 주마～!%b
177	map	1	24	/DC0B.MAP@102687	みんな、用意はいいな。%b	다들, 준비됐지?%b
178	map	1	33	/DC0B.MAP@102743	行くか。\n今度はヘマはやらねぇ。%b	가 볼까.\n이번엔 실수 안 해.%b
179	map	1	24	/DC0B.MAP@102808	待ってくれ、みんな。%b%h	기다려 줘, 다들.%b%h
180	map	1	51	/DC0B.MAP@102864	王が・・・、\n国王がヤツらにとらわれているんだ。%b%h	왕께서…\n국왕께서 놈들에게 잡혀 계셔.%b%h
181	map	1	36	/DC0B.MAP@102947	ヘタに動くと、何をされるか・・・。%b	섣불리 움직이면 무슨 짓을 할지….%b
182	map	1	13	/DC0B.MAP@103015	・・・%s9？%b	…%s9?%b
183	map	1	45	/DC0B.MAP@103060	・・・そうか。\n聞かされていないのか・・・。%b	…그렇군.\n아무 말도 못 들었구나….%b
184	map	1	53	/DC0B.MAP@103137	%s9、\nここに来るまで、\n王のすがたを一度でも見たか？%b	%s9,\n여기 오기까지\n왕을 한 번이라도 봤나?%b
185	map	1	27	/DC0B.MAP@103222	・・・え？\nいや・・・。%b%h	…어?\n아니….%b%h
186	map	1	24	/DC0B.MAP@103281	じゃあ、まさか・・・！%b	그럼, 설마…!%b
187	map	1	54	/DC0B.MAP@103337	さっき、\nそこの看守がしゃべってたのを\n聞いたんだ。%b%h	아까\n저기 간수가 떠드는 걸\n들었어.%b%h
188	map	1	24	/DC0B.MAP@103423	お前んとこの王は・・・%b	너희 왕은…%b
189	map	1	36	/DC0B.MAP@103479	%s1！\nもう、それ以上は・・・・・・%b	%s1!\n더 이상은……%b
190	map	1	45	/DC0B.MAP@103547	だまってたって、\nこいつのタメになるかよ！%b%h	입 다물고 있으면\n이 녀석한테 도움이 되냐!%b%h
191	map	1	47	/DC0B.MAP@103624	お前だって、\n似たような思いしてんだろうが！？%b	너도\n비슷한 심정이잖아!?%b
192	map	1	26	/DC0B.MAP@103703	もういいよ、\n%s1、\n%s0。%b	이제 됐어,\n%s1,\n%s0.%b
193	map	1	15	/DC0B.MAP@103761	%s9・・・！？%b	%s9…!?%b
194	map	1	76	/DC0B.MAP@103808	ちょうどいいや。\n女こどもを手にかけるのは、\n正直言って気が引けてたんだ。%b%h	마침 잘됐어.\n여자랑 애들을 해치는 건\n솔직히 마음에 걸렸거든.%b%h
195	map	1	78	/DC0B.MAP@103916	だが、むこうが『オニ』とわかりゃ\n話は別だ。\n思う存分、あばれまくってやるぜ！%b	하지만 상대가 『도깨비』라면\n얘기가 다르지.\n마음껏 날뛰어 주마!%b
196	map	1	13	/DC0B.MAP@104026	%s9・・・！%b	%s9…!%b
197	map	1	39	/DC0B.MAP@104071	行こうぜ。\nヤツは２階の王の間にいる。%b	가자.\n놈은 2층 왕의 방에 있어.%b
198	map	5	53	/DC0B.MAP@104133	　\nカギがかかっています。\n特別なカギが必要です。%b%V0	　\n특별한 열쇠로\n잠겨 있습니다.%b%V0
199	map	1	17	/DC0B.MAP@104224	%s9、どうだ！？%b	%s9, 어때!?%b
200	map	1	64	/DC0B.MAP@104273	すまない。\nかならず何とかするから、\nもう少しだけ待っててくれ。%b	미안해.\n꼭 어떻게든 할 테니\n조금만 더 기다려 줘.%b
201	map	1	9	/DC0B.MAP@104369	%s9！！%b	%s9!!%b
202	map	1	45	/DC0B.MAP@104410	待たせたな。\nこれで、みんな外に出られるぜ。%b	기다렸지.\n이걸로 다들 밖에 나갈 수 있어.%b
203	map	1	39	/DC0B.MAP@104619	ウロウロしてたって、\nしようがない。%b%h	서성거려 봤자\n소용없어.%b%h
204	map	1	57	/DC0B.MAP@104690	なんとかして、アイツらを\n牢屋から出す方法を考えなきゃ。%b	어떻게든 녀석들을 감옥에서\n꺼낼 방법을 생각해야 해.%b
205	map	1	58	/DC0B.MAP@104863	・・・ったく。\nとんでもねぇヤツだな、\nアヤヒメのやろー。%b	…정말이지.\n지독한 녀석이군,\n아야히메 년.%b
206	map	1	43	/DC0B.MAP@104953	アヤヒメって言うのか？\nさっきの声の主は。%b	아야히메라고?\n아까 그 목소리 주인이.%b
207	map	1	16	/DC0B.MAP@105028	ああ・・・。%b%h	그래….%b%h
208	map	1	99	/DC0B.MAP@105076	『おぼろ谷のアヤヒメ』\nって言うんだがな、\nむかしっから、あーゆーセコイ手を\n使うのがシュミでよ。%b%h	『오보로 계곡의 아야히메』\n라고 하는데 말이야,\n옛날부터 저런 치사한 수를\n쓰는 게 취미라서.%b%h
209	map	1	69	/DC0B.MAP@105207	それでも実力はあったんだろうな、\nなんたって、５幹部の１人だからな。%b	그래도 실력은 있었겠지.\n어쨌든 5간부 중 하나니까.%b
210	map	1	22	/DC0B.MAP@105308	５幹部・・・・・・？%b	5간부……?%b
211	map	1	86	/DC0B.MAP@105362	前に話さなかったっけか？\nゲンユウサイの軍団でも、\nトップ５の実力を持ったヤツらだ。%b%h	전에 말 안 했던가?\n겐유사이 군단에서도\n실력 톱5에 드는 놈들이야.%b%h
212	map	1	61	/DC0B.MAP@105480	ふだんは特命を受けて、\nあちこち飛び回っていることが多い。%b%h	평소엔 특명을 받고\n여기저기 돌아다니는 일이 많아.%b%h
213	map	1	91	/DC0B.MAP@105573	オレの師匠だったジュウザ様、\n青狼のベルザリオン、\n怪僧ラーギニ、\n不死のラミューレ・・・%b%h	내 스승이었던 쥬자 님,\n청랑 벨자리온,\n괴승 라기니,\n불사의 라뮤레…%b%h
214	map	1	69	/DC0B.MAP@105696	それに、\nさっきのアヤヒメを加えたメンバーがゲンユウサイの５幹部だ。%b	거기에\n아까 그 아야히메를 더한 게 겐유사이의 5간부야.%b
215	map	1	93	/DC0B.MAP@105797	・・・もっともウワサでは、\nむかしもう１人、\nジュウザ様もごぞんじない幹部が\nいたらしいがな。%b	…하긴 소문으로는\n옛날에 한 명 더\n쥬자 님도 모르는 간부가\n있었다던데.%b
216	map	1	54	/DC0B.MAP@105922	ふぅん・・・。\nいま、\nその人はどうしてるんだろうね。%b	흐음….\n지금\n그 사람은 어떻게 지낼까.%b
217	map	1	49	/DC0B.MAP@106062	それはそうと、\nここから脱出する方法だが・・・%b%h	그건 그렇고\n여기서 탈출할 방법 말인데…%b%h
218	map	1	25	/DC0B.MAP@106143	%s9？\n%s9はいないのか？%b	%s9?\n%s9은 없는 거야?%b
219	map	1	42	/DC0B.MAP@106200	そう言えば、\n%s9のすがたが見えないな。%b%h	그러고 보니\n%s9의 모습이 안 보이네.%b%h
220	map	1	34	/DC0B.MAP@106274	落とされる途中ではぐれたのか！？%b	떨어지는 도중에 떨어진 건가!?%b
221	map	1	83	/DC0B.MAP@106340	・・・いや、ちがうな。\nアヤヒメの、\nもう一つのイヤなシュミを\n思い出しちまったぜ。%b	…아니, 그게 아니야.\n아야히메의\n또 하나의 고약한 취미가\n생각났어.%b
222	map	1	45	/DC0B.MAP@106455	もう一つのシュミ？\nなんだい、それは・・・？%b	또 하나의 취미?\n그게 뭔데…?%b
223	map	1	22	/DC0B.MAP@106532	うーん、実はな・・・%b	으음, 실은 말이야…%b
224	map	3	39	/DC10.MAP@124423	%H%m1%V100［%m0ドラグーン兵%m1］%V0%m0\n	%H%m1%V100［%m0드래군 병사%m1］%V0%m0\n
225	map	1	73	/DC10.MAP@124463	ここは私ひとりでじゅうぶんだ！%b%h%H%m1%V100［%m0ドラグーン兵%m1］%V0%m0\n	여기는 나 혼자로 충분하다!%b%h%H%m1%V100［%m0드래군 병사%m1］%V0%m0\n
226	map	1	60	/DC10.MAP@124537	それよりも、\n上層の国王はご無事なのか、\nそれが気がかりだ。%b	그보다\n위층의 국왕께서 무사하신지\n그게 걱정이다.%b
227	map	1	108	/DC10.MAP@124638	きゃつら、侵入時の勢いのまま、\n一気に上層を占拠してしまいおった！%b%h%H%m1%V100［%m0ドラグーン兵%m1］%V0%m0\n	놈들, 침입한 기세 그대로\n단숨에 위층을 점거해 버렸어!%b%h%H%m1%V100［%m0드래군 병사%m1］%V0%m0\n
228	map	1	28	/DC10.MAP@124747	王よ、どうかご無事で・・・%b	왕이시여, 부디 무사하시길…%b
229	map	1	80	/DC10.MAP@124816	敵軍の指揮をとっているのは、\n東方の装束に身をつつんだ\n若い娘に見えたが・・・。%b	적군을 지휘하는 건\n동방의 옷차림을 한\n젊은 여자로 보였는데….%b
230	map	2	18	/DC10.MAP@124897	階段を上りますか？	계단을 올라갈까요?
231	map	1	18	/DC10.MAP@124940	階段を下りますか？	계단을 내려갈까요?
232	map	1	57	/DC10.MAP@125016	このまま帰れるものか。\nもっと、奥の方まで調べてみよう。%b	이대로 돌아갈 수는 없어.\n좀 더 안쪽까지 조사해 보자.%b
233	map	1	49	/DC10.MAP@125105	まだ何も解決してねぇってのに、\nどこ行くんだ！？%b	아직 아무것도 해결 안 됐는데\n어딜 가는 거야!?%b
234	map	1	41	/DC10.MAP@125186	もっと、この城のことを\n調べてみなきゃ！%b	좀 더 이 성을\n조사해 봐야 해!%b
235	map	1	65	/DC10.MAP@125259	先ほど来たばかりだというのに、\nついつい足を外に向けてしまう。%b%h	방금 왔는데도\n자꾸만 발이 밖으로 향하는구먼.%b%h
236	map	1	57	/DC10.MAP@125356	これから、何かよからぬコトでも\n起こるのではあるまいな。%b	앞으로 무슨 좋지 않은 일이라도\n일어나는 건 아니겠지.%b
237	map	1	30	/DC10.MAP@125445	まだ何もわかってはおらん。%b%h	아직 아무것도 모른다.%b%h
238	map	1	47	/DC10.MAP@125507	もう少しくわしく\n調べてみる必要がありそうだ。%b	좀 더 자세히\n조사해 볼 필요가 있겠어.%b
239	map	1	62	/DC10.MAP@125586	こっちは出口。\nでもみんな、\nまだ帰るつもりはないみたいだよ。%b	여긴 출구.\n하지만 다들\n아직 돌아갈 생각은 없나 봐.%b
240	map	1	43	/DC10.MAP@125680	もう帰るってのか？\nいま来たばっかだぜ！？%b	벌써 돌아가자고?\n방금 왔잖아!?%b
241	map	1	80	/DC10.MAP@125755	この状況で、どこ行こうってんだ？\nオレには、\nやらなきゃならないコトがあるんだ！%b	이 상황에서 어딜 가겠다는 거야?\n나한텐\n해야 할 일이 있다고!%b
242	map	1	64	/DC10.MAP@125868	・・・いい機会だから、\nもっと中の方まで\n見学しておきましょう。%b	…좋은 기회니까\n좀 더 안쪽까지\n견학해 둡시다.%b
243	map	1	61	/DC10.MAP@125965	おいおい、こっちは出口だぜ？\n方向がちがうんじゃねぇのか！？%b	이봐, 여긴 출구라고?\n방향이 틀린 거 아냐!?%b
244	map	1	68	/DC10.MAP@126059	もう少し、この城のことを\n調べておいた方が\nいいんじゃないのかい？%b%h	이 성에 대해 좀 더\n조사해 두는 편이\n좋지 않겠어?%b%h
245	map	1	47	/DC10.MAP@126160	この様子は、\nどう見たってただごとじゃないよ。%b	이 모양새는\n아무리 봐도 예삿일이 아니야.%b
246	map	2	47	/DC10.MAP@126240	・・・・・・・・・。\n（↑まよっているらしい）%b	………\n（↑망설이는 듯하다）%b
247	map	1	78	/DC10.MAP@126319	オレは%s9。\nここ、ドラグーン王城の親衛隊、\n『ドラグーン・ナイツ』の一員だ。%b\n	난 %s9.\n이곳 드래군 왕성의 친위대\n『드래군 나이츠』의 일원이다.%b\n
248	map	1	103	/DC10.MAP@126429	オレたちはすがたを竜に変えて\n戦闘力をあげることもできるが、\n敵とまちがえて\n攻撃したりしないでくれよ。%b	우리는 모습을 용으로 바꿔\n전투력을 높일 수도 있는데\n적으로 착각해서\n공격하지는 말아 줘.%b
249	map	1	14	/DC10.MAP@126564	わかった。%b%h	알았어.%b%h
250	map	1	69	/DC10.MAP@126610	他の騎士からも\nこの城のくわしい情報を聞きながら、敵をやっつけよう。%b	다른 기사들에게서도\n이 성의 자세한 정보를 들으면서 적을 해치우자.%b
251	map	1	24	/DC10.MAP@126711	ザコは後回しでいい。%b%h	잔챙이는 나중이야.%b%h
252	map	1	58	/DC10.MAP@126767	・・・それより、\n大物が２階を\n占拠してしまってるんだ。%b%h	…그보다\n거물이 2층을\n점거해 버렸어.%b%h
253	map	1	64	/DC10.MAP@126857	北東に２階へあがる階段があるから、まずはそっちへ向かってくれ。%b	북동쪽에 2층으로 올라가는 계단이 있으니 우선 그쪽으로 가 줘.%b
254	map	1	22	/DC10.MAP@126983	こ、これは・・・！？%b	이, 이건…!?%b
255	map	1	19	/DC10.MAP@127042	くっ！\n新手か！？%b	큭!\n적이 또!?%b
256	map	1	28	/DC10.MAP@127093	ひどいありさまだ・・・。%b%h	끔찍한 꼴이군….%b%h
257	map	1	53	/DC10.MAP@127153	この様子じゃあ、\n中はかなりの乱戦になってるだろう。%b	이 모양이면\n안은 꽤 난전이 벌어졌겠군.%b
258	map	1	57	/DC10.MAP@127243	しょうこりもなく来やがって！\nここから先へは行かせんぞ！%b	뻔뻔하게 또 왔구나!\n여기서부턴 못 지나간다!%b
259	map	1	41	/DC10.MAP@127332	ま、待ってくれ、\nボクたちは敵じゃない！%b	자, 잠깐만,\n우리는 적이 아니야!%b
260	map	1	17	/DC10.MAP@127405	ボクの名は%s0。%b	내 이름은 %s0.%b
261	map	1	70	/DC10.MAP@127454	ゲンユウサイを倒すため、\nここにいる仲間といっしょに\n戦っているんだ。%b	겐유사이를 쓰러뜨리려고\n여기 있는 동료들과 함께\n싸우고 있어.%b
262	map	1	17	/DC10.MAP@127561	%s0・・・！？%b%h	%s0…!?%b%h
263	map	1	59	/DC10.MAP@127615	・・・そうかい、\nあんたがクィーンズランドの\n%s0王子かい。%b	…그런가,\n당신이 퀸즈랜드의\n%s0 왕자인가.%b
264	map	1	49	/DC10.MAP@127706	さすが、王子サマともなると\n有名人だな、おい。%b%h	역시 왕자님쯤 되니\n유명인이네, 이봐.%b%h
265	map	1	55	/DC10.MAP@127787	・・・とまぁ、そういうワケだ。\nオレたちも加勢するぜ。%b	…뭐, 그런 거야.\n우리도 거들겠어.%b
266	map	1	79	/DC10.MAP@127879	他国の戦士・・・\nそれも一国の王子にたよるってぇのも情けねぇハナシだが・・・%b%h	다른 나라의 전사…\n그것도 한 나라의 왕자에게 기댄다는 게 한심한 얘기지만…%b%h
